ppn,isbn_normalise,titre,annee,nomAuteur,lieuPublication,editeur,sujet,raisons,Source,Ensemble,Acquisition,Occupations,date_naissance,date_deces
026357364,9789221032052,Small-scale processing of fish,1982,Bureau international du travail Genève | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Programme des Nations Unies pour l'environnement,Geneva,International Labour Office,Fishery processing | Fishery processing industries | Industrie et commerce | Politique publique | Produits de la pêche | Pêches | Transformation,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789222032051,Transformation du poisson à petite échelle,1991,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,BIT,Aspect économique | Environnement | Guides pratiques | Produits de la pêche -- Conservation | Produits de la pêche -- Transformation,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789241209359,Protein and amino acid requirements in human nutrition | report of a,2007,Joint WHO/FAO/UNU Expert Consultation on Protein and amino acid requirements in human nutrition | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome,Geneva,World Health Organization,Acides aminés | Acides aminés dans l'alimentation humaine | Acte de congrès | Actes de congrès | Besoins alimentaires | Besoins nutritifs | Protéines,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241209595,Evaluation of certain contaminants in food | Seventy-second report of the Joint FAO/WHO Expert Committee on Food Additives,2011,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Acte de congrès | Actes de congrès | Additifs alimentaires | Aliments | Contamination | Contamination des aliments | Toxicologie | analyse | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241209601,Evaluation of certain food additives and contaminants | seventy-third report of the Joint FAO/WHO Expert Committee on Food Additives,2011,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Actes de congrès | Additifs alimentaires | Aliments | Appréciation des risques | Aromatisants | Contamination | Contamination des aliments | Toxicologie | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241209748,Evaluation of certain food additives | seventy-sixth report of the Joint FAO/WHO Expert Committee on Food Additives,2012,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Acte de congrès | Actes de congrès | Additifs alimentaires | Aliments | Aromatisants | Contamination | Contamination des aliments | Toxicologie | WA 712 | analyse | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241209830,Evaluation of certain food additives contaminants | seventy-seventh report of the Joint FAO/WHO Expert Committee on Food Additives,2013,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Acte de congrès | Actes de congrès | Additifs alimentaires | Aliments | Appréciation des risques | Aromatisants | Contamination | Contamination des aliments | Régime alimentaire | Sécurité des aliments | Toxicologie | WA 712 | analyse | effets indésirables | méthodes | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241209908,Evaluation of certain food additives | seventy-ninth report of the joint FAO/WHO Expert Committee on food additives,2015,Comité mixte FAO-OMS d'experts des additifs alimentaires | Comité mixte FAO-OMS d'experts des additifs alimentaires Réunion | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,23 | 615.9 | Additifs alimentaires | Aliments | Aromatisants | Contamination | Contamination des aliments | Toxicologie | WA 712 | analyse | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241209953,Evaluation of certain food additives contaminants | eightieth report of the Joint FAO/WHO Expert Committee on Food Additives,2016,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Actes de congrès | Additifs alimentaires | Aliments | Appréciation des risques | Aromatisants | Contamination | Contamination des aliments | Régime alimentaire | Sécurité des aliments | Toxicologie | WA 712 | analyse | effets indésirables | méthodes | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241209977,Evaluation of certain veterinary drug residues in food | eighty-first report of the Joint Fao/Who Expert Committee on Food Additives,2016,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,615.9 | Aliments | Appréciation des risques | Concentration maximale admissible | Contamination | Contamination des aliments | Dose sans effet nocif observé | Médicaments vétérinaires | RA1270.V47 | Résidus de médicaments | Teneur en médicaments vétérinaires | WA 712 | analyse | pharmacologie | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241210003,Evaluation of certain food additives | eighty-second report of the Joint Fao/Who expert committee on food additives,2016,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,23 | 615.957 | Actes de congrès | Additifs alimentaires | Aliments | Aromatisants | Contamination | Contamination des aliments | Toxicologie | WA 712 | analyse | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241210027,Evaluation of certain contaminants in food | eighty-third report of the Joint FAO/WHO expert committee on food additives,2017,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,23 | 615.954 | Aliments | Composés chimiques organiques | Composés hétérocycliques | Contamination | Contamination des aliments | WA 701 | analyse | prévention et contrôle,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241210164,Evaluation of certain food additives | eighty-fourth report of the Joint FAO/WHO expert committee on food additives,2017,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,23 | 615.954 | Additifs alimentaires | Appréciation des risques | Sécurité des aliments | WA 701 | analyse | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241210171,Evaluation of certain veterinary drug residues in food | eighty-fifth report of the Joint Fao/Who Expert Committee on Food Additives,2018,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,615.9 | Aliments | Appréciation des risques | Concentration maximale admissible | Contamination | Contamination des aliments | Dose sans effet nocif observé | Médicaments vétérinaires | RA1270.V47 | Résidus de médicaments | Teneur en médicaments vétérinaires | WA 712 | analyse | pharmacologie | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241210232,Evaluation of certain food additives | eighty-sixth report of the Joint FAO/WHO expert committee on food additives,2019,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,23 | 615.954 | Actes de congrès | Additifs alimentaires | Appréciation des risques | Sécurité des aliments | WA 701 | analyse | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241210294,Evaluation of certain food additives | eighty-seventh report of the Joint FAO/WHO Expert Committee on Food Additives,2019,Comité mixte FAO-OMS d'experts des additifs alimentaires | Joint FAO/WHO expert committee on food additives Meeting | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,23 | 615.954 | Actes de congrès | Additifs alimentaires | Appréciation des risques | Sécurité des aliments | WA 701 | analyse | toxicité | Évaluation,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241546898,Exposure assessment of microbiological hazards in food | guidelines,2008,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Aliments | Appréciation des risques | Contamination | Contamination des aliments | Directives de santé publique | Eau | Gestion du risque | Microbiologie | Microbiologie alimentaire | Microbiologie de l'eau | méthodes | Évaluation du risque,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241547130,Brucellosis in humans and animals,2006,Corbel Michael J | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève | World Organisation for Animal Health Paris 1924-...,Geneva,WHO,Brucellose | Prévention | complications | prévention et contrôle | Épidémiologie | épidémiologie,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241547352,Risk assessment of campylobacter spp. in broiler chickens | interpretative summary,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Analysis | Campylobacter | Chichens | Food | Food contamination | Infections à Campylobacter | Manipulation des aliments | Microbiology | QW154 | Risk Assessment | méthodes | pathogénicité | prévention et contrôle,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241547369,Risk assessment of campylobacter spp. in broiler chickens | technical report,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Analysis | Campylobacter | Chichens | Food | Food contamination | Infections à Campylobacter | Intoxication alimentaire | Manipulation des aliments | Microbiology | Prévention | QW154 | Risk Assessment | méthodes | pathogénicité | Élevage | Épidémiologie,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241547536,Anthrax in humans and animals,2008,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève | World Organisation for Animal Health Paris 1924-...,"Geneva, Switzerland",World Health Organization,.W67 2008 | 22 | 614.5 | Animals | Anthrax | Anthrax (maladie) | Prévention | RA644.A6 | W8931a 2008 | WC 305 | Zoonoses | etiology | pathology | prevention & control | prévention et contrôle | Étiologie | étiologie,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241547895,Risk characterization of microbiological hazards in food | guidelines,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Appréciation des risques | Contamination des aliments | Gestion du risque | Microbiologie alimentaire | Microbiologie de l'eau | méthodes,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241547901,Salmonella and campylobacter in chicken meat | meeting report,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Aliments | Campylobacter jejuni | Contamination | Contamination des aliments | Infections à Campylobacter | Maladies d'origine alimentaire | Maladies de la volaille | Poulets | Salmonella | Salmonelloses animales,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241548175,Risk assessment of Vibrio parahaemolyticus in seafood | interpretative summary and technical report,2011,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Appréciation des risques | Contamination | Contamination des aliments | Health risk assessment | Microbiologie alimentaire | Produits de la mer | QR82.V53 | R58 2011 | Seafood | Vibrio parahaemolyticus,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241561730,Trace elements in human nutrition and health,1996,Agence internationale de l'énergie atomique | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Micronutriments | Oligoéléments | QU 130,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241562614,Risk assessment of Listeria monocytogenes in ready-to-eat foods | interpretative summary,2004,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and agriculture organization of the United Nations | World health organization,22 | 579.37 | Aliments | Appréciation des risques | Contamination | Contamination des aliments | Food | Food contamination | Infections à Listeria | Listeria monocytogenes | Manipulation | Manipulation des aliments | Microbiology | croissance et développement | méthodes | pathogénicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241562621,Enterobacter sakazakii and other microorganisms in powdered infant formula | meeting report,2004,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and agriculture organization of the United Nations | World health organization,Aliment du nourrisson au cours de la première année | Aliments lactés artificiels pour nourrissons | Appréciation des risques | Contamination des aliments | Enterobacter | Enterobacteriaceae | Entérobactéries | Phénomènes physiologiques nutritionnels chez le nourrisson | microbiologie | pathogénicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241563772,"Viruses in food : scientific advice to support risk management activities, meeting report",2008,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome. - Genève,FAO. - WHO,Aliments | Contamination | Microbiologie alimentaire,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789241563789,Microbiological hazards in fresh leafy vegetables and herbs : meeting report,2008,Organisation des Nations Unies pour l'alimentation et l'agriculture,Geneva. - Rome. - FAO,WHO,Aliments | Contamination | Légumes verts | Microbiologie alimentaire,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789241563796,Enterobacter sakazakii (cronobacter spp.) in powered follow-up formula | meeting report,2008,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Appréciation des risques | Cronobacter sakazakii | Enfant d'âge préscolaire | Infections à Enterobacteriaceae | Préparation pour nourrissons | classification | prévention et contrôle | épidémiologie,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241563932,"FAO/WHO Expert Meeting on the application of nanotechnologies in the food and agriculture sectors | meeting report, [Rome, 2009] | potential food safety implications",2010,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,.F37 2009 | Acte de congrès | Actes de congrès | Aliments | Applications industrielles | Congresses | Contamination des aliments | Environnement | F218f 2010 | Food Contamination | Food adulteration and inspection | Food contamination | Health aspects | Mesures de sécurité | Microchemistry | Microchimie | Nanotechnologie | Nanotechnology | QT 36.5 | TX511,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241564311,"Report of the joint FAO/WHO expert consultation on the risks and benefits of fish consumption | Rome, 25-29 January 2010",2011,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,FAO | WHO,Composés méthylés du mercure | Congresses | Contamination des aliments | Fish products | Fishes | Food contamination | Intoxication au mercure | Mercury Poisoning | Methylmercury compounds | Poisson | Poissons | Produits de la pêche | toxicity | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241572408,Principles and methods for the risk assessment of chemicals in food,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Additifs alimentaires | Appréciation des risques | Contamination des aliments | Exposition environnementale | Polluants | Produits chimiques | Produits dangereux | Résidus de pesticides | toxicité | Évaluation du risque,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241660464,Safety evaluation of certain food additives and contaminant,2001,Comité mixte FAO-OMS d'experts des additifs alimentaires | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World health organization,Acte de congrès | Actes de congrès | Additifs alimentaires | Contamination des aliments | normes | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789241665186,"Joint Meeting of the FAO Panel of Experts on Pesticide Residues in Food and the Environment and the WHO Core Assessment Group, Rome (Italie), 16-25 September 2002 | Pesticide residues in food - 2002 | toxicological evaluations",2003,Joint meeting of the FAO panel of experts on pesticide residues in food and the environment and the WHO core assessment group | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève,World Health Organization,Actes de congrès | Aliments | Pesticides | Teneur en pesticides | Toxicologie,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789242205503,Hygiène du poisson et des fruits de mer : rapport d'un comité d'experts de l'OMS [Organisation mondiale de la santé] réunit en coopération avec la FAO [Organisation des Nations Unies pour l'alimentation et l'agriculture],1974,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,OMS,,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242205930,Méthodologie de la surveillance nutritionnelle : rapport d'un comité FAO [Organisation des Nations Unies pour l'alimentation et l'agriculture]-FISE [Fonds des Nations Unies pour l'enfance]-OMS [Organisation mondiale de la santé],1976,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,OMS,,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242205985,Aspects microbiologiques de l'hygiène des denrées alimentaires : rapport d'un comité OMS [Organisation mondiale de la santé] d'experts réunis avec la participation de la FAO [Organisation des Nations Unies pour l'alimentation et l'agriculture],1976,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,OMS,,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242206043,Salubrité des aliments irradiés : rapport,1977,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,O.M.S.,,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242206371,Les Zoonoses parasitaires : rapport,1979,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,O.M.S.,Parasitologie vétérinaire | Zoonoses,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242206821,Zoonoses bactériennes et virales : rapport,1982,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,Organisation mondiale de la santé,Bactéries pathogènes | Bactériologie vétérinaire | Virologie vétérinaire | Zoonoses,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242207248,Besoins énergétiques et besoins en protéines : rapport,1986,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,Organisation mondiale de la santé,Aliments | Besoins alimentaires | Teneur en protéines,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242208559,43e rapport | Evaluation des résidus de certains médicaments vétérinaires dans les aliments,1995,Comité mixte FAO-OMS d'experts des additifs alimentaires | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève,Organisation mondiale de la santé,Aliments | Analyse d'aliment | Contamination | Contamination des aliments | Contrôle des aliments | Médecine vétérinaire | Résidus de médicaments | Teneur en médicaments vétérinaires | Traitement médicamenteux | WA 540 | analyse,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789242208641,45e rapport | Evaluation des résidus de certains médicaments vétérinaires dans les aliments,1996,Comité mixte FAO-OMS d'experts des additifs alimentaires | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève,Organisation mondiale de la santé,Aliments | Contamination | Contamination des aliments | Médecine vétérinaire | Résidus de médicaments | Teneur en médicaments vétérinaires | Traitement médicamenteux | WA 540 | analyse,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789242208764,Evaluation des résidus de certains médicaments vétérinaires dans les aliments | quarante-septième rapport,1998,Comité mixte FAO-OMS d'experts des additifs alimentaires | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève,Organisation mondiale de la santé,Aliments | Analyse d'aliment | Contamination | Contamination des aliments | Médecine vétérinaire | Résidus de médicaments | Teneur en médicaments vétérinaires | Traitement médicamenteux | analyse,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789242208795,48e rapport | Evaluation des résidus de certains médicaments vétérinaires dans les aliments,1998,Comité mixte FAO-OMS d'experts des additifs alimentaires | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève,Organisation mondiale de la santé,Actes de congrès | Additifs alimentaires | Aliments | Contamination | Teneur en médicaments vétérinaires | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789242208801,"Recommandations diététiques basées sur l'approche alimentaire : élaboration et utilisation, rapport d'une consultation conjointe FAO-OMS",1998,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,Organisation mondiale de la santé,Besoins alimentaires | Diagnostic nutritionnel | Diététique,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242208832,Problèmes de salubrité posés par les produits de l'aquaculture : rapport d'un groupe d'étude mixte FAO-NACA-OMS,1999,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,Organisation mondiale de la santé,Contrôle de la qualité | Produits d'aquaculture,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242208887,Evaluation des résidus de certains médicaments vétérinaires dans les aliments | cinquantième rapport,1999,Comité mixte FAO-OMS d'experts des additifs alimentaires | Comité mixte FAO-OMS d'experts des additifs alimentaires [Réunion] | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève,Organisation mondiale de la santé,Actes de congrès | Aliments | Analyse d'aliment | Congrès comme sujet | Contamination des aliments | Contrôle des aliments | Médecine vétérinaire | Résidus de médicaments | Teneur en médicaments vétérinaires | Traitement médicamenteux | WA 701,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789242209167,"Régime alimentaire, nutrition et prévention des maladies chroniques : rapport d'une consultation OMS/FAO d'experts",2003,Organisation des Nations Unies pour l'alimentation et l'agriculture,Genève,Organisation mondiale de la santé,Maladies chroniques | Maladies d'origine nutritionnelle | Prévention,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789242563931,Réunion d'experts FAO/OMS sur l'application des nanotechnologies dans les secteurs de l'alimentation et de l'agriculture | incidences possibles sur la sécurité alimentaire | rapport de la réunion,2011,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève | Rome,FAO | OMS,22 | 664.07 | Nanotechnologie | Risques alimentaires | Toxicologie alimentaire,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789242595369,"rapport d'une réunion technique conjointe FAO / OMS, Bilthoven, Pays Bas, 7-9 novembre | Établissement de critères relatifs aux cargaisons précédentes acceptables pour les graisses et huiles",2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève | Rome,Organisation des Nations Unies pour l'alimentation et l'agriculture | Organisation mondiale de la santé,Cargaison | Corps gras alimentaires | Normes,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789242700879,Recommandations pour l'étude des quantités de contaminants chimiques apportées par l'alimentation,1988,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève | Programme des Nations Unies pour l'environnement,Genève,Organisation mondiale de la santé,Aliments | Contamination,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251009031,"Carbohydrates in human nutrition | report of an expert meeting, Geneva, 17-26 September 1979",1980,Meeting on carbohydrates in human nutrition | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Rome,Food and Agriculture Organization of the United Nations,.J58 1979 | 19 | 613.2/8 | Actes de congrès | Carbohydrate content | Carbohydrates in human nutrition | Carbohydrates in the body | Congresses | Food | Glucides dans l'alimentation humaine | QP701,titre,IDREF,Genevensia,,,,
026357364,9789251048726,Risk assessments of Salmonella in eggs and broiler chickens,2002,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,Food and Agriculture Organization of the United Nations | World Health Organization,Aliments | Contamination | Contamination des aliments | Salmonella | Salmonelles | Élevage intensif,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251048733,Risk assessments of Salmonella in eggs and broiler chickens | interpretative summary,2002,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,Food and Agriculture Organization of the United Nations | World Health Organization,Aliments | Contamination | Contamination des aliments | Salmonella | Salmonelles | Élevage intensif,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251051269,Risk assessment of Listeria monocytogenes in ready-to-eat foods | interpretative summary,2004,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and agriculture organization of the United Nations | World health organization,22 | 579.37 | Aliments | Appréciation des risques | Contamination | Contamination des aliments | Food | Food contamination | Infections à Listeria | Listeria monocytogenes | Manipulation | Manipulation des aliments | Microbiology | croissance et développement | méthodes | pathogénicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251051276,Risk assessment of Listeria monocytogenes in ready-to-eat foods | technical report,2004,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and agriculture organization of the United Nations | World health organization,Aliments | Appréciation des risques | Contamination | Contamination des aliments | Listeria monocytogenes | Manipulation | Manipulation des aliments | croissance et développement | méthodes | pathogénicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251051641,Enterobacter sakazakii and other microorganisms in powdered infant formula | meeting report,2004,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and agriculture organization of the United Nations | World health organization,Aliment du nourrisson au cours de la première année | Aliments lactés artificiels pour nourrissons | Appréciation des risques | Contamination des aliments | Enterobacter | Enterobacteriaceae | Entérobactéries | Phénomènes physiologiques nutritionnels chez le nourrisson | microbiologie | pathogénicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251054222,Exposure assessment of microbiological hazards in food | guidelines,2008,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Aliments | Appréciation des risques | Contamination | Contamination des aliments | Directives de santé publique | Eau | Gestion du risque | Microbiologie | Microbiologie alimentaire | Microbiologie de l'eau | méthodes | Évaluation du risque,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251058787,Risk assessment of campylobacter spp. in broiler chickens | interpretative summary,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Analysis | Campylobacter | Chichens | Food | Food contamination | Infections à Campylobacter | Manipulation des aliments | Microbiology | QW154 | Risk Assessment | méthodes | pathogénicité | prévention et contrôle,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251058794,Risk assessment of campylobacter spp. in broiler chickens | technical report,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Analysis | Campylobacter | Chichens | Food | Food contamination | Infections à Campylobacter | Intoxication alimentaire | Manipulation des aliments | Microbiology | Prévention | QW154 | Risk Assessment | méthodes | pathogénicité | Élevage | Épidémiologie,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251061176,"Viruses in food : scientific advice to support risk management activities, meeting report",2008,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome. - Genève,FAO. - WHO,Aliments | Contamination | Microbiologie alimentaire,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789251061183,Microbiological hazards in fresh leafy vegetables and herbs : meeting report,2008,Organisation des Nations Unies pour l'alimentation et l'agriculture,Geneva. - Rome. - FAO,WHO,Aliments | Contamination | Légumes verts | Microbiologie alimentaire,lieu_publication,BNF,Dépôt légal,,,,
